Raw_Title,Raw_Price,Raw_Mileage,Raw_Metadata,Colour,Condition,Engine/Motor Capacity,Fuel Type,Manufacturer,Mileage,Model,Model Year,Power,Register Year,Transmission,Vehicle Type
Suzuki Wagon R 2018,"Rs: 6,790,000",km Find,"2026-01-12 | Anuradhapura 78,500",blue,Reconditioned,650,Hybrid,Suzuki,78500,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Honda CRX 1991,"Rs: 3,600,000",km Find,"2026-01-12 | Ja-Ela 140,000",white,Used,1500,Petrol,Honda,140000,CRX,1991,1500,1991,Manual,Car(Liftback)
Suzuki Spacia 2017,"Rs: 5,890,000",km Find,"2026-01-12 | Ja-Ela 132,000",white,Used,650,Petrol,Suzuki,132000,Spacia,2017,650,2018,Automatic,Car(Station wagon)
Toyota Mark II 2003,"Rs: 4,200,000",km Find,"2026-01-12 | Kaduwela 185,000",white,Used,2000,Petrol,Toyota,185000,Mark II,2003,2000,2003,Automatic,Car(Saloon)
Suzuki Wagon R 2014,"Rs: 5,000,000",km Find,"2026-01-12 | Embilipitiya 83,000",navy,Used,660,Petrol,Suzuki,83000,Wagon R,2014,660,2015,Automatic,Car(Hatchback)
Toyota Axio 2015,"Rs: 8,575,000",km Find,"2026-01-12 | Katunayake 25,000",white,Used,1496,Petrol,Toyota,25000,Axio,2015,1496,2015,Automatic,Car(Hatchback)
Suzuki Maruti 2006,"Rs: 2,050,000",km Find,"2026-01-12 | Borella (Colombo 08) 85,000",silver,Used,800,Petrol,Suzuki,85000,Maruti,2006,800,2006,Manual,Car(Liftback)
Mahindra KUV 2021,"Rs: 5,700,000",km Find,"2026-01-12 | Baddegama 59,000",white,Used,1200,Petrol,Mahindra,59000,KUV,2021,1200,2021,Manual,Car(Hatchback)
Perodua Axia 2017,"Rs: 5,790,000",km Find,"2026-01-12 | Kadawatha 91,000",gray,Used,1000,Petrol,Perodua,91000,Axia,2017,1000,2017,Automatic,Car(Hatchback)
Suzuki Wagon R 2014,"Rs: 5,690,000",km Find,"2026-01-12 | Ja-Ela 75,000",white,Used,658,Petrol,Suzuki,75000,Wagon R,2014,658,2015,Other,Car(Station wagon)
Suzuki Alto 2010,"Rs: 3,050,000",km Find,"2026-01-12 | Minuwangoda 32,000",blue,Used,996,Petrol,Suzuki,32000,Alto,2010,996,2010,Manual,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 6,150,000",km Find,"2026-01-12 | Ahungalla 81,000",silver,Used,650,Hybrid,Suzuki,81000,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Toyota Marino 1992,"Rs: 3,500,000",km Find,"2026-01-12 | Kadawatha 180,000",blue,Used,1500,Petrol,Toyota,180000,Marino,1992,1500,2000,Manual,Car(Saloon)
Toyota Premio 2010,"Rs: 8,500,000",,2026-01-12 | Kirulapone Find Out More,blue,Used,1800,Petrol,Toyota,0,Premio,2010,1800,2011,Automatic,Car(Saloon)
Toyota Starlet 1997,"Rs: 4,400,000",km Find,"2026-01-12 | Minuwangoda 213,000",blue,Reconditioned,1330,Petrol,Toyota,213000,Starlet,1997,1330,2000,Automatic,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 6,900,000",km Find,"2026-01-12 | Pelawatta 100,000",black,Used,650,Petrol,Suzuki,100000,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,800,000",km Find,"2026-01-12 | Ja-Ela 152,000",white,Used,800,Petrol,Suzuki,152000,Alto,2015,800,2015,Manual,Car(Hatchback)
Nissan Roox 2025,"Rs: 9,250,000",,2026-01-12 | Gampaha Find Out More,brown,Brand New,650,Petrol,Nissan,0,Roox,2025,650,Ref:,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Daihatsu Mira 2025,"Rs: 6,850,000",,2026-01-12 | Gampaha Find Out More,red,Brand New,650,Petrol,Daihatsu,0,Mira,2025,650,Ref:,Automatic,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 8,800,000",,2026-01-12 | Gampaha Find Out More,white,Brand New,650,Hybrid,Suzuki,0,Wagon R,2025,650,Ref:,Automatic,Car(Hatchback)
Toyota Axio 2015,"Rs: 9,500,000",km Find,"2026-01-12 | Marawila 145,000",white,Used,1496,Petrol,Toyota,145000,Axio,2015,1496,2016,Automatic,Car(Sedan)
Suzuki Alto 2016,"Rs: 3,800,000",km Find,"2026-01-12 | Katugastota 63,000",red,Used,658,Petrol,Suzuki,63000,Alto,2016,658,2017,Manual,Car(Hatchback)
Suzuki Swift 2004,"Rs: 3,600,000",km Find,"2026-01-12 | Haputale 200,000",blue,Used,1300,Petrol,Suzuki,200000,Swift,2004,1300,2006,Manual,Car(Hatchback)
Suzuki Alto 2005,"Rs: 3,550,000",,2026-01-12 | Kirulapone Find Out More,white,Used,1400,Petrol,Suzuki,0,Alto,2005,1400,2005,Manual,Car(Hatchback)
Suzuki Wagon R 2014,"Rs: 5,125,000",km Find,"2026-01-12 | Kandy 133,000",black,Used,658,Petrol,Suzuki,133000,Wagon R,2014,658,2016,Automatic,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 8,600,000",,2026-01-12 | Kohuwala Find Out More,white,Brand New,650,Petrol,Suzuki,0,Wagon R,2025,650,Ref:,Automatic,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 6,925,000",km Find,"2026-01-12 | Kalmunai 62,600",white,Used,650,Hybrid,Suzuki,62600,Wagon R,2018,650,2018,Automatic,Car(Sedan)
Suzuki Wagon R 2023,"Rs: 9,500,000",km Find,"2026-01-12 | Kurunegala 2,300",silver,Brand New,690,Hybrid,Suzuki,2300,Wagon R,2023,690,Ref:,Automatic,Car(Hatchback)
Toyota Axio 2007,"Rs: 8,875,000",km Find,"2026-01-12 | Alawwa 128,000",gray,Used,1500,Petrol,Toyota,128000,Axio,2007,1500,2013,Automatic,Car(Sedan)
Suzuki Alto 2016,"Rs: 3,850,000",km Find,"2026-01-12 | Kandana 116,000",white,Used,800,Petrol,Suzuki,116000,Alto,2016,800,2016,Manual,Car(Hatchback)
Daihatsu Mira 2025,"Rs: 6,950,000",km Find,"2026-01-12 | Balapitiya 5,000",white,Brand New,660,Petrol,Daihatsu,5000,Mira,2025,660,Ref:,Automatic,Car(Hatchback)
Toyota Axio 2015,"Rs: 9,200,000",km Find,"2026-01-12 | Akarawita 150,000",white,Used,00,Petrol,Toyota,150000,Axio,2015,00,2015,Automatic,Car(Sports)
Nissan Sunny 1995,"Rs: 3,850,000",,2026-01-12 | Kirulapone Find Out More,maroon,Used,1500,Petrol,Nissan,0,Sunny,1995,1500,1996,Manual,Car(Saloon)
Toyota Aqua 2013,"Rs: 6,450,000",km Find,"2026-01-12 | Kandy 35,000",blue,Used,1496,Petrol,Toyota,35000,Aqua,2013,1496,2015,Automatic,Car(Hatchback)
Nissan Sylphy 2001,"Rs: 4,500,000",,2026-01-12 | Gampaha Find Out More,other,Used,1000,Petrol,Nissan,0,Sylphy,2001,1000,2004,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Alto 2015,"Rs: 3,850,000",km Find,"2026-01-11 | Kalmunai 105,000",white,Used,800,Petrol,Suzuki,105000,Alto,2015,800,2015,Manual,Car(Hatchback)
Tata Indigo 2015,"Rs: 3,190,000",km Find,"2026-01-11 | Rikillagaskada 47,353",white,Used,1200,Petrol,Tata,47353,Indigo,2015,1200,2015,Manual,Car()
Perodua Viva 2009,"Rs: 3,850,000",km Find,"2026-01-11 | Delgoda 150,000",black,Used,1000,Petrol,Perodua,150000,Viva,2009,1000,2009,Manual,Car(Hatchback)
Toyota Prius 2011,"Rs: 8,975,000",km Find,"2026-01-11 | Bandaragama 171,000",white,Used,1800,Hybrid,Toyota,171000,Prius,2011,1800,2012,Automatic,Car(Hatchback)
Daihatsu Mira 2016,"Rs: 5,450,000",km Find,"2026-01-11 | Horana 150,000",pink,Used,660,Petrol,Daihatsu,150000,Mira,2016,660,2017,Automatic,Car(Hatchback)
Suzuki Celerio 2016,"Rs: 5,175,000",km Find,"2026-01-11 | Kadawatha 96,000",white,Used,1000,Petrol,Suzuki,96000,Celerio,2016,1000,2016,Automatic,Car(Hatchback)
Suzuki Celerio 2016,"Rs: 5,175,000",km Find,"2026-01-11 | Kadawatha 102,000",white,Used,1000,Petrol,Suzuki,102000,Celerio,2016,1000,2016,Automatic,Car(Hatchback)
Suzuki Alto 2012,"Rs: 3,275,000",km Find,"2026-01-11 | Piliyandala 119,000",black,Used,800,Petrol,Suzuki,119000,Alto,2012,800,2012,Manual,Car(Hatchback)
Nissan FB 15 2000,"Rs: 4,350,000",km Find,"2026-01-11 | Adampan 107,000",white,Used,1500,Petrol,Nissan,107000,FB 15,2000,1500,2004,Automatic,Car(Saloon)
Honda N WGN 2016,"Rs: 6,250,000",km Find,"2026-01-11 | Matale 90,000",purple,Used,660,Petrol,Honda,90000,N WGN,2016,660,2016,Automatic,Car(Hatchback)
Toyota Prius 2011,"Rs: 9,275,000",km Find,"2026-01-11 | Ambalangoda 166,350",white,Used,1800,Hybrid,Toyota,166350,Prius,2011,1800,2013,Automatic,Car()
Nissan Wingroad 2001,"Rs: 1,895,000",km Find,"2026-01-11 | Seeduwa 226,000",white,Used,1490,Petrol,Nissan,226000,Wingroad,2001,1490,2004,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Premio 2016,"Rs: 15,000,000",km Find,"2026-01-11 | Medawachchiya 53,507",white,Used,1500,Petrol,Toyota,53507,Premio,2016,1500,2016,Automatic,Car(Sedan)
Nissan Leaf 2013,"Rs: 4,900,000",km Find,"2026-01-11 | Matale 50,600",gray,Used,70,Electric,Nissan,50600,Leaf,2013,70,2015,Automatic,Car(Hatchback)
Toyota Vitz 2008,"Rs: 5,200,000",km Find,"2026-01-11 | Boralesgamuwa 215,000",silver,Used,990,Petrol,Toyota,215000,Vitz,2008,990,2011,Automatic,Car(Hatchback)
Suzuki Wagon R 2015,"Rs: 5,850,000",km Find,"2026-01-11 | Boralesgamuwa 138,500",red,Used,650,Petrol,Suzuki,138500,Wagon R,2015,650,2016,Automatic,Car(Hatchback)
Suzuki Swift 2003,"Rs: 4,300,000",km Find,"2026-01-10 | Pilimatalawa 140,000",black,Used,1300,Petrol,Suzuki,140000,Swift,2003,1300,2005,Automatic,Car(Hatchback)
Toyota Yaris 2017,"Rs: 9,600,000",km Find,"2026-01-10 | Homagama 170,000",red,Reconditioned,1329,Petrol,Toyota,170000,Yaris,2017,1329,2018,Automatic,Car(Sedan)
Toyota Prius 2013,"Rs: 9,450,000",km Find,"2026-01-10 | Pasyala 168,000",white,Used,1500,Petrol,Toyota,168000,Prius,2013,1500,2015,Automatic,Car(Hatchback)
Toyota Passo 2023,"Rs: 8,200,000",km Find,"2026-01-10 | Mount Lavinia 8,400",blue,Reconditioned,1000,Petrol,Toyota,8400,Passo,2023,1000,2025,Automatic,Car(Hatchback)
Mercedes Benz E Class 2019,"Rs: 35,000,000",km Find,"2026-01-10 | Rajagiriya 53,000",white,Used,1497,Petrol,Mercedes Benz,53000,E Class,2019,1497,2020,Automatic,Car(Saloon)
Nissan Sunny 1993,"Rs: 2,400,000",km Find,"2026-01-10 | Pannipitiya 134,000",maroon,Used,1300,Petrol,Nissan,134000,Sunny,1993,1300,1993,Manual,Car(Saloon)
Honda Fit 2013,"Rs: 7,500,000",,2026-01-10 | Gampaha Find Out More,white,Used,1317,Petrol,Honda,0,Fit,2013,1317,2014,Automatic,Car(Hatchback)
Suzuki Hustler 2024,"Rs: 7,600,000",km Find,"2026-01-10 | Rajagiriya 1,580",black,Brand New,660,Hybrid,Suzuki,1580,Hustler,2024,660,Ref:,Automatic,Car(Hatchback)
Tata Tiago 2023,"Rs: 7,900,000",km Find,"2026-01-10 | Maharagama 35,000",white,Used,49,Electric,Tata,35000,Tiago,2023,49,2023,Automatic,Car(Liftback)
Toyota Passo 2023,"Rs: 8,375,000",km Find,"2026-01-10 | Kottawa 18,100",beige,Brand New,1000,Petrol,Toyota,18100,Passo,2023,1000,Ref:,Automatic,Car(Hatchback)
Mitsubishi eK 2023,"Rs: 7,790,000",km Find,"2026-01-10 | Kottawa 3,400",blue,Brand New,660,Hybrid,Mitsubishi,3400,eK,2023,660,Ref:,Automatic,Car(Station wagon)
Micro Panda 2018,"Rs: 4,000,000",km Find,"2026-01-10 | Panadura 91,000",white,Used,1000,Petrol,Micro,91000,Panda,2018,1000,2018,Automatic,Car(Hatchback)
Nissan FB 14 1996,"Rs: 3,000,000",km Find,"2026-01-10 | Galagedara 196,000",white,Used,1300,Petrol,Nissan,196000,FB 14,1996,1300,1998,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Vitz 2017,"Rs: 7,950,000",km Find,"2026-01-10 | Kottawa 44,000",silver,Used,1000,Petrol,Toyota,44000,Vitz,2017,1000,2020,Automatic,Car(Saloon)
Mitsubishi Lancer 2007,"Rs: 6,550,000",km Find,"2026-01-10 | Homagama 214,000",blue,Reconditioned,1300,Petrol,Mitsubishi,214000,Lancer,2007,1300,2008,Automatic,Car(Sedan)
Toyota Corolla 2007,"Rs: 6,450,000",km Find,"2026-01-10 | Homagama 116,300",silver,Used,1600,Petrol,Toyota,116300,Corolla,2007,1600,2007,Automatic,Car(Sedan)
Toyota Axio 2012,"Rs: 8,800,000",km Find,"2026-01-10 | Gampaha 160,000",silver,Used,1500,Petrol,Toyota,160000,Axio,2012,1500,2013,Automatic,Car(Saloon)
Suzuki Alto 2024,"Rs: 6,550,000",km Find,"2026-01-10 | Gampaha 8,000",silver,Reconditioned,650,Petrol,Suzuki,8000,Alto,2024,650,2025,Automatic,Car(Hatchback)
Toyota Carina 1985,"Rs: 1,140,000",,2026-01-10 | Kotiyakumbura Find Out More,gold,Used,1450,Petrol,Toyota,0,Carina,1985,1450,1988,Manual,Car(Saloon)
Honda Grace 2015,"Rs: 8,900,000",km Find,"2026-01-10 | Dehiwala 146,000",white,Used,1490,Hybrid,Honda,146000,Grace,2015,1490,2016,Tiptronic,Car(Sedan)
Nissan Aura 2023,"Rs: 12,990,000",km Find,"2026-01-10 | Nugegoda 25,000",white,Brand New,1200,Hybrid,Nissan,25000,Aura,2023,1200,Ref:,Automatic,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 5,700,000",km Find,"2026-01-10 | Padukka 123,300",blue,Used,660,Hybrid,Suzuki,123300,Wagon R,2017,660,2018,Automatic,Car(Hatchback)
Toyota Vitz 2007,"Rs: 6,050,000",km Find,"2026-01-09 | Walasmulla 85,000",white,Used,990,Petrol,Toyota,85000,Vitz,2007,990,2011,Automatic,Car(Hatchback)
Micro Panda 2015,"Rs: 2,850,000",,2026-01-09 | Piliyandala Find Out More,yellow,Used,1000,Petrol,Micro,0,Panda,2015,1000,2015,Manual,Car(Hatchback)
Nissan FB 14 1996,"Rs: 2,890,000",km Find,"2026-01-09 | Kottawa 100,000",red,Used,1500,Petrol,Nissan,100000,FB 14,1996,1500,1996,Manual,Car(Sports)
Suzuki Alto 2015,"Rs: 3,750,000",km Find,"2026-01-09 | Sri Jayawardenepura Kotte 78,000",white,Used,1000,Petrol,Suzuki,78000,Alto,2015,1000,2015,Automatic,Car(Hatchback)
Suzuki Wagon R 2016,"Rs: 5,600,000",km Find,"2026-01-09 | Panadura 95,000",black,Used,660,Petrol,Suzuki,95000,Wagon R,2016,660,2017,Automatic,Car(Hatchback)
Tata Nano 2017,"Rs: 2,500,000",km Find,"2026-01-09 | Adampan 134,500",silver,Used,624,Petrol,Tata,134500,Nano,2017,624,2017,Automatic,Car(Hatchback)
Toyota Corolla 2002,"Rs: 5,675,000",km Find,"2026-01-09 | Akuressa 83,300",black,Used,1790,Petrol,Toyota,83300,Corolla,2002,1790,Ref:,Automatic,Car(Saloon)
Suzuki Celerio 2015,"Rs: 4,880,000",km Find,"2026-01-09 | Homagama 100,500",white,Used,1000,Petrol,Suzuki,100500,Celerio,2015,1000,2015,Tiptronic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Swift 2014,"Rs: 5,000,000",km Find,"2026-01-09 | Muddaragama 64,000",white,Used,1300,Petrol,Suzuki,64000,Swift,2014,1300,2014,Other,Car(Liftback)
Toyota Yaris 2022,"Rs: 11,990,000",,2026-01-09 | Maharagama Find Out More,white,Brand New,1500,Hybrid,Toyota,0,Yaris,2022,1500,Ref:,Automatic,Car(Hatchback)
Nissan Pulsar 1997,"Rs: 2,700,000",,2026-01-09 | Aralaganwila Find Out More,white,Used,1490,Petrol,Nissan,0,Pulsar,1997,1490,2000,Manual,Car(Liftback)
Honda Insight 2009,"Rs: 7,200,000",km Find,"2026-01-09 | Pussellawa 216,000",blue,Used,1200,Petrol,Honda,216000,Insight,2009,1200,2012,Automatic,Car(Hatchback)
Suzuki Swift 2005,"Rs: 4,300,000",km Find,"2026-01-09 | Kegalle 155,000",black,Used,1300,Petrol,Suzuki,155000,Swift,2005,1300,2006,Automatic,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 7,200,000",km Find,"2026-01-09 | Pussellawa 54,000",black,Used,650,Petrol,Suzuki,54000,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 6,800,000",km Find,"2026-01-09 | Pussellawa 140,000",white,Used,650,Petrol,Suzuki,140000,Wagon R,2017,650,2017,Automatic,Car(Hatchback)
Daihatsu Cast 2017,"Rs: 6,300,000",km Find,"2026-01-09 | Dehiwala 76,000",black,Used,650,Petrol,Daihatsu,76000,Cast,2017,650,2019,Automatic,Car(Hatchback)
Toyota Vitz 2016,"Rs: 6,800,000",km Find,"2026-01-09 | Chilaw 80,000",silver,Used,1000,Petrol,Toyota,80000,Vitz,2016,1000,2016,Automatic,Car(Liftback)
Suzuki Alto 2011,"Rs: 2,975,000",km Find,"2026-01-09 | Neboda 193,000",white,Used,800,Petrol,Suzuki,193000,Alto,2011,800,2011,Manual,Car(Hatchback)
Daihatsu Charade 1985,"Rs: 900,000",km Find,"2026-01-09 | Marawila 85,000",red,Used,990,Petrol,Daihatsu,85000,Charade,1985,990,1988,Manual,Car(Hatchback)
Micro MX7 2011,"Rs: 3,295,000",km Find,"2026-01-09 | Bandaragama 92,000",black,Used,1500,Petrol,Micro,92000,MX7,2011,1500,2011,Manual,Car(Sedan)
Suzuki Wagon R 2018,"Rs: 6,295,000",,2026-01-09 | Panadura Find Out More,orange,Used,650,Petrol,Suzuki,0,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Suzuki Spacia 2016,"Rs: 5,985,000",,2026-01-09 | Panadura Find Out More,silver,Used,670,Petrol,Suzuki,0,Spacia,2016,670,2018,Automatic,Car(Station wagon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Mitsubishi Lancer 1980,"Rs: 1,280,000",km Find,"2026-01-09 | Gampaha 60,000",green,Used,1400,Petrol,Mitsubishi,60000,Lancer,1980,1400,1980,Manual,Car()
Micro Panda 2018,"Rs: 3,875,000",km Find,"2026-01-09 | Mulleriyawa New Town 55,600",white,Used,1000,Petrol,Micro,55600,Panda,2018,1000,2018,Automatic,Car(Hatchback)
Toyota Premio 2014,"Rs: 13,200,000",km Find,"2026-01-09 | Dankotuwa 130,000",white,Used,1500,Petrol,Toyota,130000,Premio,2014,1500,2015,Automatic,Car(Liftback)
Honda Grace 2014,"Rs: 9,200,000",km Find,"2026-01-09 | Kadawatha 145,000",white,Used,1500,Hybrid,Honda,145000,Grace,2014,1500,2015,Automatic,Car(Saloon)
Toyota Axio 2018,"Rs: 12,800,000",km Find,"2026-01-09 | Anuradhapura 122,000",white,Used,1500,Hybrid,Toyota,122000,Axio,2018,1500,2019,Automatic,Car(Liftback)
Toyota Starlet 1996,"Rs: 3,675,000",km Find,"2026-01-09 | Dematagoda (Colombo 09) 280,000",white,Used,1490,Diesel,Toyota,280000,Starlet,1996,1490,1999,Automatic,Car(Hatchback)
Suzuki A Star 2011,"Rs: 4,090,000",km Find,"2026-01-09 | Gampaha 95,000",pink,Used,1000,Petrol,Suzuki,95000,A Star,2011,1000,2011,Automatic,Car(Hatchback)
Mazda Familia 1999,"Rs: 3,600,000",km Find,"2026-01-09 | Battaramulla 140,000",silver,Used,1499,Petrol,Mazda,140000,Familia,1999,1499,2002,Automatic,Car(Saloon)
Hyundai Sonata 2000,"Rs: 3,200,000",km Find,"2026-01-08 | Galewela 89,999",white,Used,2000,Petrol,Hyundai,89999,Sonata,2000,2000,2004,Automatic,Car(Saloon)
Toyota Starlet 1995,"Rs: 2,790,000",km Find,"2026-01-08 | Hambantota 23,425",black,Used,1500,Diesel,Toyota,23425,Starlet,1995,1500,1995,Manual,Car(Hatchback)
Suzuki Wagon R 2024,"Rs: 7,200,000",km Find,2026-01-08 | Kotte 600,blue,Reconditioned,660,Petrol,Suzuki,600,Wagon R,2024,660,2024,Automatic,Car(Hatchback)
Micro Panda Cross 2017,"Rs: 3,950,000",km Find,"2026-01-08 | Homagama 69,110",white,Used,1300,Petrol,Micro,69110,Panda Cross,2017,1300,2017,Manual,Car(Hatchback)
Honda Shuttle 2012,"Rs: 6,500,000",km Find,"2026-01-08 | Wennappuwa 120,000",white,Used,1300,Petrol,Honda,120000,Shuttle,2012,1300,2012,Automatic,Car(Hatchback)
Nissan N 16 1996,"Rs: 3,000,000",km Find,"2026-01-08 | Boralesgamuwa 212,000",white,Used,1500,Petrol,Nissan,212000,N 16,1996,1500,2001,Manual,Car(Saloon)
Honda Fit 2011,"Rs: 6,200,000",km Find,"2026-01-08 | Rajagiriya 198,000",white,Used,1300,Hybrid,Honda,198000,Fit,2011,1300,2013,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Honda Aria 2004,"Rs: 4,750,000",km Find,"2026-01-08 | Beruwala 190,000",silver,Used,1500,Petrol,Honda,190000,Aria,2004,1500,2007,Tiptronic,Car(Sedan)
Toyota Corolla 1997,"Rs: 3,800,000",km Find,"2026-01-08 | Pilimatalawa 270,000",silver,Used,2000,Petrol,Toyota,270000,Corolla,1997,2000,2000,Manual,Car(Saloon)
Suzuki Wagon R 2000,"Rs: 5,200,000",km Find,"2026-01-08 | Katugastota 75,000",black,Used,1500,Petrol,Suzuki,75000,Wagon R,2000,1500,2003,Other,Car(Hatchback)
BMW 740Le 2017,"Rs: 49,500,000",km Find,"2026-01-08 | Borella (Colombo 08) 67,000",white,Used,2000,Hybrid,BMW,67000,740Le,2017,2000,2017,Automatic,Car(Saloon)
Toyota Premio 2013,"Rs: 11,200,000",km Find,"2026-01-08 | Homagama 145,000",maroon,Used,1500,Petrol,Toyota,145000,Premio,2013,1500,2013,Automatic,Car(Saloon)
Mitsubishi Lancer 1980,"Rs: 750,000",km Find,"2026-01-08 | Katuneriya 150,000",blue,Used,1000,Petrol,Mitsubishi,150000,Lancer,1980,1000,1980,Manual,Car(Sedan)
Toyota Corolla 1984,"Rs: 1,350,000",km Find,"2026-01-08 | Katuneriya 160,000",white,Used,800,Petrol,Toyota,160000,Corolla,1984,800,1984,Manual,Car(Sedan)
Suzuki Alto 2002,"Rs: 2,590,000",,2026-01-08 | Katugastota Find Out More,blue,Used,1000,Petrol,Suzuki,0,Alto,2002,1000,2006,Manual,Car(Hatchback)
Toyota Vitz 2002,"Rs: 4,275,000",,2026-01-08 | Katugastota Find Out More,blue,Used,1500,Petrol,Toyota,0,Vitz,2002,1500,2006,Automatic,Car(Hatchback)
Alfa Romeo Car 1995,"Rs: 2,250,000",km Find,"2026-01-08 | Katuneriya 56,000",red,Used,800,Petrol,Alfa Romeo,56000,Car,1995,800,1995,Manual,Car(Sedan)
Toyota Starlet 1984,"Rs: 650,000",km Find,"2026-01-08 | Katuneriya 150,000",brown,Used,800,Petrol,Toyota,150000,Starlet,1984,800,1984,Manual,Car(Station wagon)
Toyota Corolla 1984,"Rs: 1,350,000",km Find,"2026-01-08 | Katuneriya 150,000",white,Used,8000,Petrol,Toyota,150000,Corolla,1984,8000,1984,Manual,Car(Sedan)
Toyota Corolla 2001,"Rs: 5,375,000",km Find,"2026-01-08 | Veyangoda 100,000",white,Used,1500,Petrol,Toyota,100000,Corolla,2001,1500,2004,Other,Car(Liftback)
